GEOID,poverty_estimate,poverty_population,pctpov,majority,plurality,white,black,asian,american_indian,hispanic,urban_rural
19131,710,10354,6.8572532354645555,White,White,96.44,0.3,0.46,0,1.48,6
19133,1242,8511,14.592879802608389,White,White,94.63,0.31,0,0.41,2,6
19135,809,7681,10.532482749641973,White,White,96.26,0.03,0.1,0,0.99,6
19137,1180,9850,11.97969543147208,White,White,93.73,0.11,0.17,0,3.81,6
19139,4054,42090,9.631741506296033,White,White,76.73,2.47,0.87,0.03,17.9,5
19141,1440,13500,10.666666666666668,White,White,92.45,1.13,0.95,0.03,4.92,6
19143,745,5946,12.529431550622267,White,White,89.09,1.26,0.13,0.05,8.1,6
19145,1619,14141,11.448978148645782,White,White,91.04,1.96,1,0,3.48,6
19147,554,8665,6.393537218695903,White,White,93.35,2.31,0.33,0,2.81,6
19149,2243,24714,9.075827466213482,White,White,91.71,0.93,0.65,0,5.23,4
19151,713,6641,10.736334889323897,White,White,92.86,0.59,1.34,0.66,3.83,6
19153,48969,471026,10.396241396440962,White,White,77.71,6.55,4.54,0.08,8.37,3
19155,9765,91022,10.728175605897475,White,White,87.76,1.69,0.77,0.01,7.71,3
19157,1654,16670,9.922015596880623,White,White,91.65,1.93,2.13,0,3.2,6
19159,413,4747,8.700231725300188,White,White,95.39,0.08,0.99,0,2.52,6
19161,947,9590,9.874869655891553,White,White,94.88,0.72,0.44,0,3.14,6
19163,20389,168966,12.066924706745736,White,White,79.97,7.45,2.71,0.02,6.72,3
19165,908,11379,7.979611565163898,White,White,94.55,0.76,0.19,0,2.97,6
19167,2047,32514,6.295749523282278,White,White,86.9,0.35,0.74,0.05,10.75,6
19169,18022,86072,20.938284227158658,White,White,83.84,2.22,8.01,0,3.45,4
19171,1975,16526,11.95086530315866,White,White,80.75,0.92,0.46,0,9.78,6
19173,606,6036,10.03976143141153,White,White,90.38,0.02,1.02,0,7.7,6
19175,1720,12089,14.227810406154356,White,White,94,0.5,1.46,0.06,2.99,6
19177,906,7066,12.821964336258137,White,White,96.34,0.43,0.52,0,1.58,6
19179,5132,34348,14.941190171189007,White,White,82.21,3.32,1.23,0.67,10.78,5
19181,3933,48163,8.166019558582315,White,White,94.2,0.47,0.66,0.35,2.84,3
19183,2140,21709,9.857662720530655,White,White,91.02,0.78,0.6,0.02,6.17,4
19185,1086,6313,17.202597814034533,White,White,96.08,0.3,0.09,0,1.59,6
19187,4629,33714,13.730201103399182,White,White,87.15,4.67,1.37,0.01,5.03,5
19189,884,9860,8.96551724137931,White,White,91.47,1.6,1.27,0,4.64,6
19191,1480,18014,8.215832130565117,White,White,95.01,1.52,0.65,0,2.25,6
19193,12649,99792,12.675364758698093,White,White,72.96,3.23,2.81,0.27,16.62,4
19195,627,7270,8.62448418156809,White,White,94.26,1.54,0.34,0.01,2.98,5
19197,1461,12499,11.688935114809185,White,White,85.41,0.38,0.53,0,12.1,6
20001,2138,12094,17.67818753100711,White,White,90.08,1,0.75,0.22,3.55,6
20003,1151,7670,15.00651890482399,White,White,94.84,0.5,0.01,0,1.89,6
20005,2269,14910,15.21797451374916,White,White,88.12,2.9,0.48,0,3.04,5
20007,746,4551,16.392001757855414,White,White,89.47,0.8,1.62,0,5.49,6
20009,3978,25853,15.38699570649441,White,White,81.55,1.05,0.25,0.23,14.81,5
20011,2271,14106,16.099532113994044,White,White,90.08,2.82,0.76,0,2.67,6
20013,1257,9502,13.228793938118292,White,White,83.01,0.66,0.62,0.03,4.63,6
20015,6025,63505,9.487441933706007,White,White,88.82,2.35,1.22,0.05,4.88,3
20017,300,2548,11.773940345368917,White,White,91.2,1.67,0,0,4.74,6
20019,605,3269,18.507188742734783,White,White,86.01,0.54,0.3,0,3.85,6
20021,2604,19882,13.09727391610502,White,White,88.01,0.59,0.45,0.37,2.56,6
20023,247,2616,9.441896024464832,White,White,93.1,0,0,0,6.79,6
20025,213,1955,10.895140664961637,White,White,89.73,0.35,1.14,0,5.53,6
20027,642,7936,8.089717741935484,White,White,93.97,0.89,0.59,0,2.54,6
20029,965,8501,11.351605693447828,White,White,93.02,1.88,0.09,0,3.17,6
20031,1008,8132,12.395474667978357,White,White,93.29,0.8,0.1,0,2.69,6
20033,175,1663,10.52315093205051,White,White,96.03,0,0,0,3.79,6
20035,4675,33085,14.130270515339276,White,White,79.64,2.88,1.61,0.01,10.86,5
20037,7513,36940,20.33838657282079,White,White,86.58,2.13,1.86,0,5.71,5
20039,433,2779,15.581144296509535,White,White,95.28,0.52,0.38,0,2.97,6
20041,2184,18398,11.870855527774758,White,White,90.83,1.36,0.53,0,4.68,6
20043,926,6932,13.358338141950373,White,White,90.29,5.88,0.07,0,2.79,4
20045,20169,112036,18.0022492770181,White,White,78.4,4.12,5.22,0.01,6.28,4
20047,277,2780,9.964028776978417,White,White,76.16,0.35,0.77,0,20.7,6
20049,449,2501,17.952818872451022,White,White,90.05,0.4,0.48,0,4.56,6
20051,4271,27569,15.492038158801552,White,White,89.41,1.08,1.13,0.33,5.73,5
20053,493,5309,9.286117912977963,White,White,85.72,3.19,1.28,0,6.16,6
20055,4459,36114,12.347012239020879,Non-White,Hispanic,41.33,2.74,3.93,0,49.9,5
20057,4858,33503,14.500194012476495,Non-White,Hispanic,39.72,1.91,1.37,0.04,55.05,5
20059,2441,24809,9.839171268491272,White,White,90.99,0.8,0.38,0,4.17,5
20061,4292,32911,13.041232414694177,White,White,56.6,17.68,2.96,1.03,16.18,5
20063,259,2589,10.00386249517188,White,White,92.93,0.11,0.53,0,3.4,6
20065,242,2459,9.841398942659618,White,White,88.53,4.17,1.75,0,1.98,6
20067,848,7384,11.484290357529794,White,White,51.65,0.04,0.43,0,47.6,6
20069,338,5954,5.676855895196507,White,White,81.82,0,0.12,0.36,15.96,6
20071,86,1154,7.452339688041594,White,White,74.51,0,0,0,24.73,6
20073,799,5995,13.327773144286907,White,White,91.89,0.21,0.18,0,3.88,6
20075,272,2591,10.497877267464299,White,White,64.49,1.85,0,0,32.96,6
20077,874,5438,16.07208532548731,White,White,90.15,0.13,0.39,0.2,6.13,6
20079,3172,33100,9.58308157099698,White,White,82.77,1.51,0.63,0.18,11.89,3
20081,418,3969,10.53162005542958,White,White,66.8,0.02,0.12,0,30.61,6
20083,204,1829,11.153635866593767,White,White,88.11,0.05,1.92,0,7.94,6
20085,1525,13073,11.665264285167904,White,White,83.88,0.21,0.54,0.14,4.62,4
20087,1398,18633,7.50281758170987,White,White,93.58,0.73,0.02,0,2.74,4
20089,501,2829,17.709437963944858,White,White,95.15,0.35,0.17,0.14,2.39,6
20091,31422,585678,5.3650640795795645,White,White,79.92,4.58,5.05,0.03,7.66,2
20093,749,3820,19.607329842931936,White,White,66.85,0.38,0.38,0,31.71,5
20095,549,7217,7.607038935845919,White,White,93.13,0.46,0.03,0,3.58,3
20097,155,2307,6.718682271348071,White,White,88.66,0.64,0.76,0,6.39,6
20099,3619,19672,18.396705978039854,White,White,85.42,4.72,0.15,0,4.53,5
20101,187,1559,11.994868505452214,White,White,91.05,0,1.21,0.26,6.71,6
20103,6379,74940,8.51214304777155,White,White,78.9,8.19,1.45,0.1,7.01,2
20105,271,2939,9.2208234093229,White,White,94.74,0.16,0,0,3.35,6
20107,1565,9582,16.33270715925694,White,White,93.55,0.55,0.52,0,2.7,2
20109,224,2770,8.086642599277978,White,White,90.05,0.07,0,0,6.13,6
20111,5356,31606,16.9461494652914,White,White,71.1,2.23,2.07,0,21.23,5
20113,2382,27176,8.765086841330586,White,White,91.58,1.08,0.68,0,4.22,5
20115,971,11178,8.686706029701199,White,White,92.55,0.72,0.28,0,3.74,6
20117,854,9550,8.942408376963352,White,White,94.61,0.31,0.39,0.26,2.52,6
20119,264,4053,6.5136935603256845,White,White,75.45,0.62,0.72,0,20.48,6
20121,2254,32727,6.887279616219025,White,White,92.7,1.49,0.57,0,3.23,2
20123,874,5912,14.783491204330176,White,White,94.92,0.72,0.28,0,2.44,6
20125,5911,31583,18.715764810182694,White,White,79.43,4.94,0.97,0.18,6.76,5
20127,493,5482,8.993068223276177,White,White,91.57,0.2,0.43,0,5.01,6
20129,273,2675,10.205607476635514,White,White,71.21,0.8,0.62,0,23.38,6
20131,859,9796,8.768885259289506,White,White,95.14,0.72,0.12,0,2.1,6
20133,2926,15575,18.786516853932582,White,White,89.78,1.21,0.07,0,5.57,6
20135,287,2816,10.191761363636363,White,White,87.34,0.52,0.35,0,10.22,6
20137,564,4562,12.362998684787375,White,White,89,2.77,0.5,0,5.2,6
20139,2226,15596,14.272890484739678,White,White,93.24,0.59,0.19,0.01,3.25,4
20141,506,3415,14.816983894582721,White,White,94.45,0.48,0.08,0,2.15,6
20143,567,5732,9.891835310537335,White,White,94.09,0.98,0.62,0,2.71,5
20145,353,5545,6.36609558160505,White,White,84.13,4.4,0.06,0,7.71,6
20147,511,5208,9.811827956989246,White,White,93.65,0.62,0.54,0.09,3.37,6
20149,1900,23487,8.089581470600757,White,White,89.88,1.3,0.78,0,5.18,4
20151,1047,8980,11.659242761692651,White,White,88.34,2.53,0.11,0,7.15,6
20153,268,2442,10.974610974610975,White,White,89.81,0.64,0.12,0,7.19,6
20155,7701,59870,12.862869550693167,White,White,84.05,2.71,0.56,0.01,9.48,5
20157,492,4538,10.841780520052886,White,White,95.41,1.14,0.24,0,2.04,6
20159,1271,8934,14.226550257443474,White,White,83.13,1.69,0.77,0.14,11.39,6
20161,14591,65183,22.38467084976144,White,White,76.52,6.09,4.91,0.19,8.33,4
20163,380,4862,7.81571369806664,White,White,94.12,1.74,0.08,0.22,2.51,6
20165,304,2945,10.32258064516129,White,White,92.42,0.2,0.56,0,3.24,6
20167,761,6833,11.137128640421484,White,White,92.31,2.3,0,0.33,3.41,6
20169,6132,53215,11.523066804472423,White,White,80.17,2.78,2.25,0.03,11.28,5
20171,292,4829,6.046800579830192,White,White,81.43,0,1.24,0.06,15.58,6
20173,69506,506720,13.716845595200505,White,White,68.07,8.58,4.28,0.04,14.57,3
20175,3668,21737,16.87445369646225,Non-White,Hispanic,30.09,4.51,2.65,0,61.23,5
20177,19811,173158,11.440996084500862,White,White,73.94,8.31,1.48,0.02,12.35,4
20179,130,2467,5.26955816781516,White,White,92.98,1,0,0,5.11,6
20181,660,5736,11.506276150627615,White,White,83.61,0.71,0.93,0,12.16,6
20183,400,3553,11.258091753447792,White,White,94.68,0.33,0.74,0,2.23,6
20185,507,4051,12.51542828931128,White,White,83.38,0.29,0.1,0,13.35,6
20187,370,2022,18.298714144411473,White,White,57.65,0,0,0,40.59,6
20189,1099,5491,20.014569295210343,White,White,60.56,0.77,0.32,0,36.41,6
20191,2667,22532,11.836499201136162,White,White,89.57,0.96,0.63,0,5.42,3
20193,883,7380,11.964769647696476,White,White,90.04,2.14,0.92,0,6.53,6
20195,191,2756,6.930333817126271,White,White,95.07,0.11,1.69,0,2.15,6
20197,330,6765,4.878048780487805,White,White,92.16,0.54,1.28,0.04,3.85,4
20199,146,1549,9.425435765009684,White,White,91.55,0.19,0.38,0,4.7,6
20201,581,5348,10.863874345549739,White,White,95.74,0.11,0.15,0,3.59,6
20203,69,2100,3.2857142857142856,White,White,61.74,0.94,0.66,0,35.21,6
20205,1196,8464,14.130434782608695,White,White,92.02,0.46,0.01,0.03,3.21,6
20207,604,3082,19.597663854639844,White,White,92.68,0.44,0,0,0.38,6
20209,31261,163000,19.178527607361964,Non-White,White,40.88,21.71,4.55,0.21,28.89,2
21001,3655,17791,20.544095329098983,White,White,93.28,3.1,0.51,0,1.96,6
21003,3866,20655,18.71701767126604,White,White,95.02,0.99,0.62,0,2.16,4
21005,3480,22171,15.69617969419512,White,White,93.79,2.8,0.27,0.04,1.8,5
21007,1213,7891,15.371942719553921,White,White,92.48,4.08,0.22,0,1.36,5
21009,10368,42803,24.22260121954069,White,White,90.39,3.47,0.34,0,3.22,5
21011,2501,12232,20.446370176586004,White,White,95.06,1.52,0.47,0,1.67,5
21013,9218,25965,35.50163681879453,White,White,94.24,2.76,0.17,0,1.06,5
21015,9271,129192,7.176140937519351,White,White,87.74,2.89,2.4,0,4.24,2
21017,3005,19655,15.288730602900024,White,White,85.12,6.92,0.81,0,6.8,3
21019,8622,45701,18.86610796262664,White,White,93.1,2.29,0.3,0.03,1.82,3
21021,3801,26694,14.239154866262083,White,White,85.4,7.92,0.84,0,3.32,5
21023,1463,8204,17.832764505119453,White,White,96.07,0.36,1.1,0,0.82,2
21025,4367,12686,34.42377423931893,White,White,96.56,1.32,0.33,0,0.95,6
21027,3674,19798,18.557430043438732,White,White,94.31,1.77,0.35,0,1.56,6
21029,7150,79391,9.006058621254297,White,White,94.41,1,0.69,0.02,2.01,2
21031,2407,12500,19.256,White,White,94.71,0.55,0.31,0.04,3.28,4
21033,2112,12587,16.779216652101375,White,White,90.88,6.27,0,0,2.5,6
21035,7541,35042,21.51989041721363,White,White,89.65,3.49,1.1,0.23,2.72,5
21037,12081,89468,13.503151964948362,White,White,92.3,3.2,0.97,0.01,2.05,2
21039,796,4725,16.846560846560845,White,White,93.69,0.79,0.79,0,2.34,6
21041,2474,10276,24.07551576488906,White,White,88.65,2.8,0.33,0,6.78,6
21043,6674,26333,25.34462461550146,White,White,96.65,0.54,0.11,0.01,1.36,6
21045,3936,15455,25.4674862504044,White,White,94.64,0.79,0.15,0,2.93,6
21047,12635,64512,19.58550347222222,White,White,65.55,21.55,1.59,0.36,7.87,3
21049,5205,35324,14.735024346053674,White,White,90.15,4.58,0.61,0,2.91,3
21051,6940,18963,36.597584770342245,White,White,92.58,3.58,0,0.04,2.56,6
21053,2423,10037,24.14067948590216,White,White,95.03,0.36,0.29,0,2.84,6
21055,1258,8683,14.488080156627895,White,White,96.06,0.79,0,0,1.23,6
21057,1406,6580,21.367781155015198,White,White,92.41,2.09,0.76,0,1.36,6
21059,16174,97565,16.577666171270437,White,White,88.02,4.3,1.73,0.01,3.13,4
21061,2182,12009,18.16970605379299,White,White,95.09,1.49,0.08,0,0.75,4
21063,1808,5913,30.576695416878064,White,White,95.63,3.57,0,0,0.48,6
21065,4345,14083,30.85280124973372,White,White,99.02,0.11,0.01,0.02,0.11,6
21067,51715,307645,16.809959531277936,White,White,71,14.45,3.74,0.02,7.19,3
21069,2877,14462,19.893514036786062,White,White,95.79,2.19,0.09,0,1.08,6
21071,10973,35781,30.667113831363014,White,White,97.03,0.86,0.33,0,0.84,6
21073,6015,48677,12.356965301887955,White,White,81.57,9.31,1.8,0.07,3.37,5
21075,1604,5680,28.23943661971831,White,White,70.82,24.01,0.15,0,1.96,5
21077,1258,8503,14.7947783135364,White,White,91.05,2.01,0.07,0,5.26,2
21079,2712,17244,15.727209464161449,White,White,94.19,1.94,0.26,0,2.22,6
21081,4012,24466,16.398266982751576,White,White,94.43,0.8,0.12,0,2.78,2
21083,7165,36557,19.599529501873786,White,White,86.53,4.08,0.45,0.3,6.69,5
21085,6585,25909,25.415878652205798,White,White,95.22,1.15,0.06,0,1.38,6
21087,1953,10820,18.049907578558226,White,White,94.3,2.6,0.08,0,0.86,6
21089,5909,35041,16.863103221940012,White,White,96.18,0.95,0.49,0,1.09,3
21091,1015,8637,11.751765659372468,White,White,95.49,0.89,0.57,0,1.54,4
21093,13938,105256,13.242000456031011,White,White,76.02,11.23,2.12,0.31,5.67,4
21095,9335,25944,35.9813444341659,White,White,95.01,2.2,0.29,0,0.97,6
21097,3225,18363,17.562489789250122,White,White,93.65,1.72,0,0.02,2.41,6
21099,3944,18350,21.493188010899182,White,White,91.53,4.09,0.49,0,1.85,6
21101,8273,44606,18.54683226471775,White,White,86.57,7.29,0.42,0.03,2.55,3
21103,2890,15827,18.259935553168635,White,White,91.43,2.97,0.63,0.12,3.26,2
21105,647,4356,14.85307621671258,White,White,86.45,8.36,0.71,0,1.84,6
21107,8534,44095,19.35366821635106,White,White,88.49,6.42,0.59,0.01,2.09,5
21109,4240,13241,32.02175062306472,White,White,97.89,0.31,0,0,0.25,6
21111,106938,750959,14.240191541748617,White,White,67.45,21.46,2.86,0.05,5.44,1
21113,8651,51070,16.939494811043666,White,White,88.84,4.53,1.44,0,3.46,3
21115,5003,22056,22.683170112441058,White,White,97.23,0.49,1.51,0,0.33,6
21117,18716,163004,11.481926823881622,White,White,88.52,4.55,1.27,0,3.23,2
21119,4531,14509,31.22889241160659,White,White,96.85,0.52,0.21,0.09,0.98,6
21121,10113,30421,33.243483120213014,White,White,95.77,0.81,0.38,0.15,1.21,5
21123,2013,13751,14.638935350156352,White,White,91.38,3.39,0.37,0,3.25,4
21125,13790,59442,23.199084822179604,White,White,95.76,0.74,0.39,0,1.56,5
21127,4115,15522,26.51075892281922,White,White,98.02,0.19,0.2,0,1.18,6
21129,2236,6462,34.602290312596715,White,White,95.65,0.76,0.22,0,0.44,6
21131,3680,9684,38.000826104915326,White,White,97.54,0.15,0.38,0,0.5,6
21133,7409,22020,33.64668483197094,White,White,97.46,0.37,0.26,0,0.8,6
21135,3219,13186,24.412255422417715,White,White,97.76,0.67,0.14,0,0,6
21137,5086,23921,21.261652940930563,White,White,94.25,1.9,0.16,0.06,1.65,5
21139,1331,9137,14.567144576994636,White,White,95.35,0.45,0.14,0.03,1.98,5
21141,4507,26550,16.975517890772128,White,White,88.57,6.7,0.26,0.01,2.85,6
21143,1100,6962,15.800057454754382,White,White,90.12,5.68,0.37,0.15,1.86,6
21145,10042,63628,15.78235996730999,White,White,83.3,10.48,0.88,0.07,2.52,5
21147,5330,15943,33.43160007526814,White,White,89.43,5.66,0.45,0.03,2.47,6
21149,1471,9154,16.06947782390212,White,White,96.07,1.25,0.23,0,0.86,4
21151,15901,84169,18.891753495942687,White,White,89.46,4.09,0.88,0.28,2.47,5
21153,3486,12323,28.2885660959182,White,White,98.77,0.03,0.1,0,1.06,6
21155,4236,18380,23.046789989118608,White,White,87.78,7.28,0.21,0.15,2.68,6
21157,3177,30507,10.414003343494937,White,White,96.35,0.94,0.2,0,1.65,6
21159,2064,10333,19.974837897996707,White,White,92.28,5.07,0.09,0.1,1.98,6
21161,2978,16739,17.79078798016608,White,White,88.96,6.32,0.91,0.04,1.92,5
21163,3369,27759,12.136604344536908,White,White,89.44,3.56,0.66,0,3.69,4
21165,1507,6355,23.71361132966168,White,White,97.13,0.16,0.31,0,1.13,5
21167,3032,21381,14.180814742060708,White,White,90.82,4.17,0.45,0.06,2.95,6
21169,2304,9933,23.19540924192087,White,White,94.92,1.55,0.4,0,0.82,5
21171,2493,10478,23.792708532162628,White,White,93.35,2.44,0.29,0.03,3.09,6
21173,5006,27434,18.247430196107022,White,White,92.78,2.76,0.08,0.13,2.75,5
21175,2629,11557,22.748118023708574,White,White,92.66,3.4,0.59,0.35,1.35,6
21177,4587,30232,15.17266472611802,White,White,92.05,4.22,0.79,0.07,1.52,6
21179,4147,45036,9.208189004352075,White,White,90.37,5.09,0.54,0,2.16,5
21181,1965,7006,28.047387953182984,White,White,95.74,1.26,0,0,1.44,6
21183,4435,23494,18.877160125989615,White,White,94.26,0.86,0.28,0,3.47,6
21185,3664,62308,5.880464787828208,White,White,88.3,3.56,1.53,0.04,3.96,2
21187,2021,10588,19.087646392142048,White,White,98.43,0.57,0,0.12,0.38,6
21189,1305,4304,30.320631970260226,White,White,93.43,5.47,0.16,0,0,6
21191,2554,14345,17.80411293133496,White,White,96.07,1.08,0.57,0,1.36,2
21193,6712,25705,26.11165142968294,White,White,95.18,1.86,0.86,0.22,1.04,6
21195,14545,58321,24.939558649543045,White,White,96.9,0.88,0.56,0.04,0.96,6
21197,2548,11911,21.39199059692721,White,White,95.74,0.36,0.6,0.05,1.67,6
21199,14330,63092,22.712863754517212,White,White,94.23,0.87,0.82,0,2.49,5
21201,522,1925,27.116883116883116,White,White,93.92,1.79,0,0,4.29,6
21203,3284,16432,19.98539435248296,White,White,97.18,0.15,0.14,0,0.93,5
21205,5991,21455,27.923560941505478,White,White,94.52,1.53,0.8,0,1.72,6
21207,4054,17449,23.23342311880337,White,White,93.48,0.3,0.8,0,3.78,6
21209,6111,52899,11.552203255260023,White,White,86.96,4.62,1.13,0,4.33,3
21211,5174,46118,11.219046793009237,White,White,80.17,6.67,0.93,0.08,9.6,2
21213,2770,17712,15.63911472448058,White,White,85.17,9.83,0.67,0,2.44,6
21215,1799,18478,9.735902153912761,White,White,94.07,1.86,0.34,0,2.38,2
21217,4365,24398,17.89081072219034,White,White,89.53,4.28,1.01,0,2.42,5
21219,2254,12045,18.71315898713159,White,White,85.73,8.17,0.06,0,3.99,6
21221,1673,14224,11.761811023622046,White,White,88.15,7.45,0.47,0,2.25,3
21223,1460,8453,17.271974446941915,White,White,93.99,0.16,0,0.77,3.07,2
21225,2905,14218,20.431846954564637,White,White,82.4,13.16,0.46,0,1.97,6
21227,20285,120828,16.788327208925082,White,White,78.37,8.85,4,0.37,5.36,4
21229,1777,11659,15.24144437773394,White,White,87.7,5.36,0.88,0,4.25,6
21231,5073,20087,25.255140140389305,White,White,93.16,1.98,0.16,0,3.33,6
21233,2897,12623,22.950170324011722,White,White,88.36,3.35,0.05,0.07,5.47,6
21235,8037,34121,23.55440930805076,White,White,95.99,0.88,0.24,0,1.29,5
21237,2058,7047,29.203916560238397,White,White,98.15,0.06,0.07,0,0.36,6
21239,3375,25915,13.023345552768667,White,White,86.21,4.51,0.41,0,6.71,3
22001,14822,61302,24.178656487553425,White,White,77.38,17.31,0.09,0,2.55,3
22003,3056,21022,14.537151555513272,White,White,70.96,18.44,0.59,0,6.21,6
22005,12959,122118,10.611867210403053,White,White,68.42,21.73,1.05,0.03,5.6,3
22007,4261,22215,19.180733738465,White,White,65.56,29.91,0.08,0,3.04,6
22009,8988,36889,24.36498685244924,White,White,65.04,26.78,0.53,0.2,1.93,6
22011,5668,36547,15.508796891673734,White,White,80.24,12.36,0.44,0.01,3.74,5
22013,3759,13226,28.421291395735672,White,White,54.31,43.19,0.04,0,0.61,6
22015,21234,123272,17.22532286326173,White,White,66.74,22.61,1.87,0.01,6.63,3
22017,56184,240872,23.325251585904546,Non-White,Black,44.86,48.95,1.28,0.05,2.82,3
22019,34263,198097,17.29607212628157,White,White,67.42,24.81,1.4,0,3.61,4
22021,2393,9517,25.144478301985917,White,White,79.18,16.39,0.31,0,3.2,6
22023,683,6911,9.88279554333671,White,White,88.28,3.38,0.52,0,5.89,4
22025,1878,8483,22.138394435930685,White,White,66.12,31.58,0.16,0,1.88,6
22027,4625,13772,33.5826314260819,Non-White,Black,45.16,51.95,0.14,0,1.51,6
22029,4436,17711,25.046581220710294,White,White,56.93,41.09,0.15,0,1.55,5
22031,5942,27065,21.954553851838167,White,White,58.77,35.34,0.1,0.04,2.88,3
22033,78365,434564,18.033017000948075,Non-White,Black,44.63,45.95,3.18,0.05,4.18,3
22035,1972,4422,44.59520578923564,Non-White,Black,28.97,69.69,0,0,0.55,6
22037,2779,15908,17.469197887855167,White,White,53.36,43.29,0.34,0,1.67,3
22039,9111,31787,28.662660836190895,White,White,66.32,27.12,0.47,0.06,3.73,6
22041,5511,19026,28.96562598549354,White,White,65.13,33.85,0,0.04,0.37,6
22043,3595,19110,18.81214024071167,White,White,76.52,15.88,0.12,0,5.04,4
22045,15669,70829,22.122294540371882,White,White,58.76,31.55,2.74,0,4.21,3
22047,5381,29497,18.242533138963285,Non-White,Black,47.68,48.1,0.04,0,2.6,3
22049,3333,14597,22.833458929917107,White,White,67.3,29.72,0.58,0,1.66,6
22051,66701,431013,15.475403294100179,White,White,52.65,26.4,4.17,0.01,14.51,2
22053,5897,30893,19.088466642928818,White,White,78.14,16.38,0.49,0,2.46,6
22055,40979,236562,17.322731461519602,White,White,65.67,25.86,1.87,0,4.6,3
22057,14899,95643,15.5777213178173,White,White,76.83,13.56,0.59,0.02,4.36,4
22059,2704,13512,20.011841326228538,White,White,82.73,11.09,1.2,0.09,2.83,6
22061,13350,43993,30.3457368217671,White,White,53.3,40.59,1.66,0,3.06,5
22063,17099,137657,12.421453322388256,White,White,87.69,5.89,0.62,0.01,3.74,3
22065,3408,9350,36.44919786096257,Non-White,Black,33.84,63.54,0,0,2.11,6
22067,7013,24794,28.28506896829878,Non-White,White,49.33,49.08,0.5,0,0.57,5
22069,12235,37875,32.3036303630363,White,White,52.05,41.04,0.74,0,2.37,5
22071,89340,377695,23.654006539668252,Non-White,Black,30.67,58.86,2.89,0.01,5.48,1
22073,36766,148815,24.70584282498404,White,White,57.84,37.32,1,0,2.22,4
22075,4188,23005,18.204738100412953,White,White,63.92,19.92,3.86,0.03,7.33,2
22077,4538,21685,20.926908000922296,White,White,60.32,35.76,0.25,0,2.6,3
22079,24858,127037,19.567527570707746,White,White,61.22,31.42,1.29,0.01,3.15,4
22081,2106,8315,25.32772098616957,White,White,56.7,39.11,0,0,2.38,6
22083,5926,19454,30.461601727151226,White,White,60.57,35.79,0.38,0,2.22,6
22085,4384,23587,18.586509517954806,White,White,67.58,15.95,0.36,0.03,3.88,6
22087,9681,45857,21.111280720500687,White,White,62.34,22.74,2.49,0.04,10.06,2
22089,5854,52041,11.24882304336965,White,White,65.12,26.33,1,0,6.13,2
22091,1861,10125,18.380246913580248,Non-White,Black,44.15,52.53,0.25,0,1.79,3
22093,3597,21097,17.049817509598522,Non-White,Black,48.18,49.58,0.16,0,1.67,2
22095,7413,42539,17.426361691624155,Non-White,Black,34.32,56.14,1.1,0,6.09,2
22097,21355,81523,26.19506151638188,White,White,54.36,41.47,0.07,0,2.21,5
22099,9986,52970,18.852180479516708,White,White,64.32,29.05,1,0,3,3
22101,9890,50119,19.73303537580558,White,White,56.08,30.28,1.44,0.02,7.03,5
22103,28957,252532,11.466665610694882,White,White,78.56,11.96,1.51,0.01,5.62,2
22105,27511,128283,21.445553970518308,White,White,63.23,29.38,0.75,0,4.27,4
22107,1578,4542,34.74240422721268,Non-White,Black,42.25,55.36,0.11,0,2.06,6
22109,22720,110276,20.60285102832892,White,White,66.67,18.94,0.99,0.06,5.15,4
22111,3762,21759,17.289397490693506,White,White,68.92,24.75,0.15,0.03,4.69,4
22113,10392,59047,17.599539350009312,White,White,78.31,14.46,1.97,0.08,3.51,3
22115,8166,47327,17.254421366239146,White,White,70.06,14.35,1.87,0.41,9.3,5
22117,10840,44436,24.394634980646323,White,White,65.54,30.12,0.1,0,2.28,5
22119,11416,38265,29.834052005749378,White,White,61.95,33.97,0.27,0.13,1.94,3
22121,3141,25218,12.455389007851535,White,White,55.86,39.71,0.06,0,3.13,3
22123,2324,10601,21.922460145269316,White,White,78.77,16.1,0,0.06,3.85,6
22125,1447,12102,11.956701371674104,White,White,52.37,44.43,0.61,0,1.24,3
22127,2318,12411,18.676980098299893,White,White,65,31.55,0,0,2.05,6
23001,12283,104281,11.778751642197523,White,White,90.61,2.16,0.78,0,1.86,4
23003,10549,65559,16.09084946384173,White,White,94.12,0.94,0.45,0.01,1.23,6
23005,25700,284247,9.041432275450576,White,White,90.29,2.93,2.14,0.01,2.07,3
23007,3308,28710,11.52211772901428,White,White,95.62,0.24,0.38,0.2,1.3,6
23009,5748,53103,10.824247217671317,White,White,94.73,0.85,1.14,0.14,1.45,6
23011,15117,118001,12.810908382132355,White,White,94.58,0.76,0.91,0.04,1.56,5
23013,3763,38159,9.861369532744568,White,White,95.16,0.47,0.51,0.01,1.51,6
23015,4140,33626,12.311901504787961,White,White,95.9,0.37,0.99,0,1.25,6
23017,8592,56728,15.145959667183753,White,White,95.27,0.36,0.36,0.01,1.38,6
23019,21501,145179,14.809993180831938,White,White,93.63,0.82,0.97,0.04,1.36,4
23021,3040,16407,18.528676784299382,White,White,94.91,0.49,0.78,0,1.46,6
23023,3388,35133,9.64335525004981,White,White,94.55,0.78,0.76,0,1.72,3
23025,10114,49684,20.356654053618872,White,White,95.7,0.58,0.37,0,1.1,6
