GEOID,poverty_estimate,poverty_population,pctpov,majority,plurality,white,black,asian,american_indian,hispanic,urban_rural
31169,474,4880,9.71311475409836,White,White,94.9,0.49,0,0,2.59,6
31171,54,645,8.372093023255815,White,White,95.04,0,0,0,0,6
31173,1813,7103,25.52442629874701,Non-White,White,35.73,0.19,0.82,0,5.95,6
31175,388,4123,9.41062333252486,White,White,94.75,0.48,0,0,3.4,6
31177,1587,20026,7.924697892739439,White,White,94.5,0.86,0.26,0.07,2.91,3
31179,983,8036,12.232453957192634,White,White,89.93,1.45,0.46,0,5.97,6
31181,371,3438,10.791157649796393,White,White,91.52,0.28,0,0.23,5.12,6
31183,103,783,13.154533844189018,White,White,96.93,0,0.26,0,2.55,6
31185,1243,12729,9.76510330740828,White,White,90.53,1.56,0.42,0,5.16,6
32001,3119,23695,13.163114581135261,White,White,73.22,2.44,2.79,0.07,13.92,5
32003,295030,2154251,13.695247211211692,Non-White,White,42.77,11.23,9.55,0.68,31.14,1
32005,4170,47836,8.717284053850657,White,White,80.77,0.74,1.64,0.18,12.69,5
32007,6026,51463,11.70938344053009,White,White,66.74,0.49,1.12,0.15,24.38,5
32009,86,963,8.93042575285566,White,White,79.88,2.58,0,0,15.79,6
32011,148,1854,7.982740021574973,White,White,89.89,0.05,0.7,0,4.36,5
32013,2208,16622,13.283600048128985,White,White,65.37,0.65,0.65,0,27.02,5
32015,543,5596,9.703359542530379,White,White,64.08,0.07,0.11,0,31.17,6
32017,253,4604,5.4952215464813206,White,White,86.95,3.8,0.89,0,6.89,6
32019,6293,54105,11.6310876998429,White,White,74.88,0.74,1.3,0.17,17.11,5
32021,871,4388,19.849589790337284,White,White,60.31,5.13,1.28,0,11.64,6
32023,7157,43725,16.368210405946254,White,White,76.3,1.86,1.63,0.53,14.68,5
32027,567,4720,12.012711864406779,White,White,65.15,3.54,0.98,0.26,24.44,6
32029,324,3970,8.161209068010075,White,White,84.6,1.68,0.93,0,3.23,3
32031,50827,451405,11.259733498742815,White,White,63.08,2.15,5.22,0.6,24.44,3
32033,1108,8137,13.616812092908933,White,White,71.59,5.61,0.9,0.12,16.17,6
32510,5960,52548,11.342011113648475,White,White,66.98,1.96,2.62,0.04,24.15,4
33001,5186,60025,8.639733444398168,White,White,95,0.62,0.93,0.02,1.67,5
33003,4272,47538,8.986495014514704,White,White,95.83,0.47,0.68,0.02,1.48,6
33005,6409,71402,8.97593904932635,White,White,94.1,0.73,1.26,0.05,1.85,5
33007,3675,29378,12.509360746136563,White,White,92.04,2.43,0.53,0.09,2.95,5
33009,7968,83225,9.574046260138179,White,White,90.65,1.03,3.67,0.05,2.39,5
33011,31468,404745,7.774771769879801,White,White,84.45,2.34,4.02,0.03,6.77,3
33013,9348,143143,6.530532404658279,White,White,92.42,1.36,2.09,0.01,2.16,5
33015,14096,303619,4.64266070305218,White,White,92.53,0.75,2.06,0.01,2.99,2
33017,11321,119557,9.469123514306983,White,White,90.63,0.94,3.3,0.04,2.5,2
33019,4939,42381,11.653807130553787,White,White,95.01,0.65,0.8,0,1.56,5
34001,34691,260341,13.325215774695495,White,White,56.4,14.01,7.85,0.04,18.85,3
34003,61205,920046,6.652384772065744,White,White,56.56,5.29,16.24,0.03,19.91,2
34005,26671,433739,6.1490896599106835,White,White,67.43,16.04,5.02,0.04,8.04,2
34007,61187,499985,12.23776713301399,White,White,56.67,18.26,5.71,0.02,16.77,2
34009,8878,90966,9.759690433788448,White,White,85.27,4.43,0.92,0,7.68,4
34011,23051,139782,16.49067834198967,Non-White,White,46.41,18.1,1.32,0.01,30.71,4
34013,122569,775667,15.801755134613177,Non-White,Black,30.55,38.45,5.28,0.01,23.03,1
34015,21340,287224,7.429741247249533,White,White,78.5,9.77,3.09,0.01,6.2,2
34017,100869,661581,15.24665913924372,Non-White,Hispanic,28.79,10.54,14.95,0.07,43.08,1
34019,5474,121059,4.521762115993028,White,White,85.53,2.4,4.11,0.04,6.54,2
34021,40980,351928,11.644427269214157,Non-White,White,49.71,19.85,11.07,0.02,17.53,3
34023,67683,796788,8.494480338559315,Non-White,White,43.06,9.53,23.94,0.03,21.16,2
34025,42734,615903,6.938430239826726,White,White,75.24,6.71,5.38,0.04,10.8,2
34027,23212,486112,4.775031268514251,White,White,71.39,3.18,10.26,0.01,13.31,2
34029,59463,589122,10.093495065538209,White,White,84.67,2.77,1.85,0.03,9.21,2
34031,77841,496049,15.69219976252346,Non-White,Hispanic,41.3,10.43,5.11,0.02,41.54,2
34033,7651,61648,12.410783804827407,White,White,74.25,12.87,1.05,0.05,9.01,2
34035,16762,326314,5.136770104868317,White,White,56.29,9.23,17.59,0.01,14.65,2
34037,6920,140194,4.936017233262479,White,White,86.29,2.11,2.04,0,8.21,2
34039,52015,547480,9.500803682326294,Non-White,White,39.5,20.07,5.04,0,31.59,1
34041,7885,104274,7.561808312714578,White,White,81.68,4.36,2.66,0,9.27,3
35001,111693,669297,16.688107073541342,Non-White,Hispanic,38.68,2.47,2.52,0.06,49.99,3
35003,571,3472,16.44585253456221,White,White,80.91,0,0,0,19.03,6
35005,12280,63174,19.43837654731377,Non-White,Hispanic,38.88,1.43,0.9,0.01,56.75,5
35006,6660,25489,26.128918356938286,Non-White,Hispanic,19.31,0.88,0.15,0.03,38.36,5
35007,2316,11574,20.010368066355625,Non-White,Hispanic,46.74,0.67,0.43,0,49.4,6
35009,10186,48670,20.928703513457982,Non-White,White,47.63,4.95,1.26,0.26,42.17,5
35011,323,2015,16.029776674937963,Non-White,Hispanic,44.41,1.57,0,0,53.48,6
35013,55581,210408,26.41582069122847,Non-White,Hispanic,27.24,1.61,1.05,0.03,68.26,4
35015,8323,56878,14.633074299377617,Non-White,Hispanic,46.79,1.45,0.46,0,49.13,5
35017,6460,26965,23.956981272019284,Non-White,Hispanic,45.81,0.87,0.47,0.01,50.49,5
35019,561,3650,15.369863013698632,Non-White,Hispanic,19.39,0.57,0.21,0,73.9,6
35021,63,441,14.285714285714285,White,White,58.96,0,0,0.68,39.68,6
35023,1079,4183,25.794884054506333,Non-White,Hispanic,39,1.26,0,0,58.11,6
35025,10698,67623,15.820061221773656,Non-White,Hispanic,35.41,3.4,0.57,0.02,58.67,5
35027,2026,19170,10.568596765779864,White,White,64.91,0.52,0.07,0,33.18,6
35028,809,18540,4.36353829557713,White,White,71.82,0.57,4.97,0,17.97,5
35029,6553,23676,27.677817198851155,Non-White,Hispanic,29.51,1.31,0.83,0,67.06,5
35031,24982,71737,34.824428119380514,Non-White,Hispanic,8.64,0.56,0.98,0.04,14.25,5
35033,903,4522,19.96904024767802,Non-White,Hispanic,15.72,0.04,0,0,81.48,6
35035,13816,62503,22.104538982128858,Non-White,White,48.86,3.23,1.25,0.15,38.28,5
35037,1659,8143,20.373326783740637,Non-White,White,49.62,1.61,0.6,0.19,45.29,6
35039,9351,38887,24.046596548975234,Non-White,Hispanic,12.44,0.44,0.48,0.03,71.24,5
35041,4425,17763,24.91133254517818,White,White,51.83,2.41,0.5,0.07,42.12,5
35043,18049,141566,12.749530254439625,Non-White,White,43.49,2.07,1.18,0.13,38.91,3
35045,26075,124418,20.95757848542815,Non-White,White,38.19,0.67,0.64,0.06,20.29,4
35047,7392,26173,28.24284568066328,Non-White,Hispanic,17.83,0.93,0.97,0,77.74,5
35049,18797,146734,12.810255291888723,Non-White,Hispanic,42.78,0.89,1.21,0.07,51.21,4
35051,2849,10690,26.651075771749298,White,White,64.69,0.4,0.75,0,30.35,6
35053,4824,16254,29.67884828349945,Non-White,Hispanic,34.19,0.56,3.25,0,49.76,6
35055,5976,32587,18.338601282720106,Non-White,Hispanic,35.27,0.16,0.79,0,56.89,5
35057,3590,15148,23.699498283601798,White,White,54.69,0.78,0.15,0,43.09,3
35059,670,3452,19.409038238702202,White,White,51.29,1.43,0.02,0,42.34,6
35061,12525,74184,16.88369459721773,Non-White,Hispanic,32.6,1.06,0.51,0,60.58,3
36001,34570,291149,11.873645453015467,White,White,72.17,11.5,6.56,0.04,5.97,3
36003,7047,41742,16.88227684346701,White,White,94.4,1.42,1.17,0.03,1.63,6
36005,392172,1400341,28.005464383318063,Non-White,Hispanic,9.14,29.23,3.59,0.03,56.03,1
36007,31945,183481,17.41052207040511,White,White,83.38,5.15,4.33,0.02,4.21,4
36009,12324,74679,16.502631261800506,White,White,90.58,1.41,0.79,0,2.1,5
36011,8812,72846,12.096752052274661,White,White,90.09,4.1,0.56,0.01,2.95,5
36013,22398,123076,18.198511488836168,White,White,87.44,2.35,0.56,0.05,7.48,5
36015,11136,80273,13.872659549288056,White,White,86.23,5.9,1.34,0.01,3.08,4
36017,6368,47050,13.534537725823592,White,White,94.74,0.88,0.43,0,2.19,6
36019,10902,72677,15.000619178006797,White,White,89.93,4.07,1.41,0.02,2.91,5
36021,6777,58561,11.57254828298697,White,White,86.35,4.31,1.74,0,4.77,5
36023,7272,44338,16.401281068158237,White,White,92.62,1.9,0.76,0,2.7,5
36025,7071,42647,16.580298731446526,White,White,92.09,1.53,0.78,0,3.88,6
36027,25065,277234,9.041098855118781,White,White,71.47,9.8,3.52,0.04,12.19,2
36029,126806,893029,14.199538872757772,White,White,75.49,13.01,3.55,0.03,5.5,1
36031,3435,34792,9.872959300988732,White,White,91.96,2.9,0.27,0.02,3.01,6
36033,7981,44890,17.779015370906663,White,White,81.62,5.62,0.54,0.22,3.54,5
36035,7814,52435,14.902259940879183,White,White,92.69,1.98,0.78,0.01,3.1,5
36037,6189,56919,10.873346334264482,White,White,90.52,2.02,0.79,0,3.3,5
36039,6167,44075,13.992058990357345,White,White,85.28,5.45,1.05,0.01,5.91,6
36041,443,4479,9.890600580486716,White,White,95.95,0.8,0.07,0.04,1.66,6
36043,8307,60914,13.637259086581082,White,White,94.51,1.03,0.59,0.02,2.16,3
36045,14897,106273,14.017671468764409,White,White,81.64,5.72,1.71,0.19,7.52,4
36047,511631,2564539,19.9502132741986,Non-White,White,36.4,29.97,11.78,0.04,19.04,1
36049,3540,26270,13.47544727826418,White,White,95.85,0.7,0.53,0.09,1.73,6
36051,7572,57472,13.17511135857461,White,White,90.76,2.58,1.3,0.05,3.66,2
36053,6459,66057,9.777919069894182,White,White,93.09,1.67,0.9,0.11,2.21,3
36055,103406,718498,14.391967688149446,White,White,70.57,14.48,3.59,0.02,8.77,1
36057,9544,48265,19.774163472495598,White,White,81.27,1.89,0.69,0,14.1,5
36059,74291,1336958,5.556719059237463,White,White,59.98,11.15,9.6,0.02,16.9,2
36061,250913,1584693,15.83353999796806,Non-White,White,46.91,12.47,12.05,0.03,25.83,1
36063,27857,207027,13.455732827119169,White,White,85.44,6.89,1.1,0.02,3.02,2
36065,33715,217905,15.472338863266103,White,White,82.01,5.68,4.03,0.03,5.77,3
36067,62610,443667,14.111935302828474,White,White,76.85,10.84,3.67,0.02,4.91,3
36069,9193,106104,8.664140842946543,White,White,89.84,2.15,1.37,0.03,4.74,2
36071,43142,370342,11.64923233119657,White,White,64.24,9.99,2.67,0.03,20.49,2
36073,5226,38089,13.720496731339757,White,White,86.37,5.64,0.56,0,4.92,2
36075,19213,113014,17.00054860459766,White,White,94.04,0.96,0.66,0.01,2.59,3
36077,8154,54849,14.86626921183613,White,White,91.13,1.82,1.32,0.01,3.69,5
36079,4847,97312,4.980886221637619,White,White,78.71,2.73,2.04,0.02,14.97,2
36081,276447,2259939,12.232498310795116,Non-White,Hispanic,25.05,17.21,25.34,0.04,28.04,1
36083,17963,153415,11.708763810579148,White,White,83.21,5.98,2.68,0,4.93,3
36085,54621,468810,11.650988673449799,White,White,61.01,9.36,9.22,0.03,18.44,1
36087,44404,320132,13.870528407032099,White,White,63.13,11.31,5.85,0,17.71,2
36089,17328,96981,17.867417329167566,White,White,91.97,2.23,0.99,0.06,2.36,5
36091,13148,224972,5.844282844087264,White,White,90.35,1.53,2.91,0.01,3.21,3
36093,17271,150847,11.44934934072272,White,White,72.6,9.44,4.43,0.05,7.06,3
36095,3612,29842,12.103746397694524,White,White,93.17,1.35,0.88,0.02,3.2,3
36097,2717,17648,15.395512239347234,White,White,94.96,0.83,0.7,0,1.86,6
36099,3825,31431,12.169514173904744,White,White,89.01,4.76,0.83,0.02,3.49,5
36101,12971,94727,13.693033665164103,White,White,93.57,1.57,1.53,0,1.65,5
36103,100133,1456653,6.8741834877627,White,White,67.57,7.26,3.88,0.02,19.31,2
36105,10999,72592,15.151807361692748,White,White,71.51,7.4,1.63,0,15.99,6
36107,4899,48253,10.152736617412389,White,White,95,0.62,0.77,0,1.95,4
36109,16838,89120,18.893626570915618,White,White,77.12,3.48,9.6,0.06,5.16,4
36111,23571,170910,13.791469194312796,White,White,79.05,5.51,1.86,0.06,10.21,4
36113,5997,63306,9.473035731210313,White,White,93.77,1.2,0.98,0.06,2.56,4
36115,6578,58233,11.296000549516597,White,White,92.32,2.79,0.6,0.01,2.74,4
36117,10371,89283,11.615873122542926,White,White,89.93,2.72,0.78,0.12,4.41,2
36119,83603,945745,8.839909277870884,White,White,53.48,13.43,5.92,0.02,24.67,2
36121,3933,37552,10.473476778866639,White,White,89.91,3.95,0.41,0,3.29,6
36123,2837,23828,11.906160819204297,White,White,94.71,0.96,0.65,0.02,2.22,2
37001,25621,158887,16.12529659443504,White,White,64.06,19.39,1.56,0.04,12.56,4
37003,4870,35794,13.605632228865172,White,White,86.79,5.84,1.05,0,4.68,3
37005,2552,10896,23.42143906020558,White,White,86.88,2.36,0.42,0.01,9.68,6
37007,4499,23092,19.482937813961545,Non-White,Black,44.6,48.25,1.33,0.03,4.04,6
37009,4317,26520,16.278280542986426,White,White,92.52,0.73,0.42,0.1,4.95,6
37011,2123,14059,15.100647272209972,White,White,88.74,3.91,0.44,0.02,5.06,6
37013,8689,46640,18.62993138936535,White,White,65.82,24.85,0.11,0,7.76,5
37015,4181,18058,23.153173108871414,Non-White,Black,34.55,61.14,0.78,0.01,2.13,6
37017,8008,32918,24.32711586366122,White,White,54.75,34.4,0.15,0,7.48,6
37019,15402,130834,11.772169313786936,White,White,81.91,9.68,0.58,0.01,4.81,3
37021,30542,250342,12.200110249179124,White,White,83.54,6.22,1.24,0.14,6.57,3
37023,15784,87290,18.082254553786232,White,White,81.56,6.05,3.61,0.13,6.11,3
37025,20920,204739,10.217887163657144,White,White,65.59,17.45,3.73,0.07,10.44,2
37027,12196,80666,15.11913321597699,White,White,87.31,4.55,0.51,0.04,5.48,3
37029,969,10551,9.183963605345465,White,White,80.46,13.84,1.79,0.12,2.92,5
37031,7238,67723,10.687654120461291,White,White,86.38,5.31,1.17,0.06,4.29,5
37033,3928,21717,18.0872127826127,White,White,61.17,32.71,0.67,0.1,4.03,6
37035,20460,154803,13.216798124067363,White,White,75.54,8.06,4.31,0,9.68,3
37037,7169,70584,10.156692734897426,White,White,71.7,11.07,1.5,0.07,12.21,3
37039,4593,27571,16.65880816800261,White,White,90.99,1.24,0.73,0,3.15,6
37041,2207,13811,15.980015929331692,White,White,59.93,35.2,0,0,3.69,6
37043,1513,10921,13.854042670085157,White,White,93.4,2.08,0.2,0.16,3.33,6
37045,19391,95255,20.356936643745733,White,White,72.91,20.92,1.03,0,3.52,5
37047,12101,52992,22.83552234299517,White,White,59.32,29.99,0.41,0.01,5.32,6
37049,14773,97063,15.220011744949158,White,White,65.88,21.37,2.74,0.11,7.29,4
37051,58132,316519,18.366038057746927,Non-White,White,43.46,35.97,2.39,0.26,11.58,3
37053,2479,26187,9.466529193874823,White,White,87.21,5.53,0.42,0.02,3.98,2
37055,3230,35970,8.979705309980538,White,White,87.26,2.54,0.77,0.03,7.49,5
37057,25091,162926,15.400243055129323,White,White,80.18,9.15,1.53,0.01,7.11,3
37059,5835,41952,13.9087528604119,White,White,84.41,4.96,0.71,0,6.8,3
37061,12375,58374,21.19950662966389,White,White,51.56,23.6,0.38,0.08,22.17,6
37063,45221,298040,15.172795597906322,Non-White,White,42.47,35.88,4.87,0.04,13.49,3
37065,12317,51905,23.729891147288313,Non-White,Black,36.21,57.46,0.21,0.12,4.59,4
37067,61366,364462,16.837420636444953,White,White,56.69,25.67,2.33,0.04,12.81,3
37069,8523,64746,13.16374756741729,White,White,63.47,24.8,0.49,0,8.42,2
37071,31210,215978,14.450545888933133,White,White,72.47,16.17,1.53,0.06,7.01,2
37073,1548,11477,13.48784525572885,White,White,63.26,33.42,0.53,0,0.1,2
37075,1428,8375,17.050746268656717,White,White,86.59,0.2,0,0.01,2.09,6
37077,8031,56252,14.276825712863541,White,White,58,29.78,0.53,0.07,7.95,5
37079,4255,18614,22.859138283012786,Non-White,White,46.76,34.66,0.08,0.03,15.09,6
37081,80528,509531,15.804337714486458,White,White,50.35,33.53,4.93,0.05,7.97,3
37083,12864,49855,25.80282820178518,Non-White,Black,38.4,52.61,0.73,0.14,2.88,5
37085,20331,128703,15.796834572620686,White,White,61.34,20.41,1.04,0.15,12.77,5
37087,8087,60256,13.421070100902815,White,White,92.62,0.94,0.58,0,3.97,3
37089,12408,113463,10.935723539832368,White,White,83.11,3.36,1.3,0,10.07,3
37091,4786,21826,21.92797580866856,Non-White,Black,33.25,58.68,0.77,0.16,3.84,6
37093,10605,52105,20.3531330966318,Non-White,White,39.88,33.05,1.51,0.08,13.34,3
37095,1125,4624,24.329584775086506,White,White,58.87,29.68,0,0,10.34,6
37097,18982,173761,10.924200482271626,White,White,75.98,11.88,2.47,0,7.63,2
37099,7296,39019,18.698582741741205,White,White,80.66,2.16,0.7,0,5.94,5
37101,24414,194905,12.526102460172906,White,White,67.8,15.45,0.63,0.04,13.6,2
37103,2333,9536,24.46518456375839,White,White,62.57,30.36,0.08,0,4.62,4
37105,9565,59433,16.09375262901082,White,White,58.13,19.5,1.2,0.05,19.15,5
37107,12836,55386,23.17553172281804,Non-White,White,49.22,38.66,0.49,0.02,7.78,5
37109,9916,82082,12.080602324504763,White,White,84.81,4.94,0.72,0.05,7.25,2
37111,7402,44137,16.770510002945375,White,White,87.38,3.57,0.92,0,6.12,5
37113,5323,34514,15.422727009329549,White,White,89.04,1.55,0.87,0,7.01,6
37115,3342,20421,16.365506096665197,White,White,94.04,1.56,0.58,0,2.43,3
37117,4463,22599,19.748661445196692,White,White,52.06,42.04,0.61,0,3.99,6
37119,122537,1058840,11.572758868195383,Non-White,White,46.83,31.02,5.82,0.05,13.26,1
37121,1886,14559,12.954186413902052,White,White,92,0.34,0.18,0,5.58,6
37123,4621,26114,17.695489009726582,White,White,63.27,17.59,1.44,0,15.35,6
37125,10878,95974,11.334319711588556,White,White,77.08,12.3,1.27,0.07,6.73,5
37127,13944,92009,15.15503918094969,Non-White,White,49.88,39.21,0.82,0.03,6.99,4
37129,35410,221075,16.01718873685401,White,White,77.11,13.45,1.3,0.09,5.55,3
37131,3941,19065,20.67138735903488,Non-White,Black,38.73,56.32,0.28,0,2.27,5
37133,23065,174605,13.209816442828098,White,White,66.14,13.28,2.09,0.13,12.58,4
37135,18266,133298,13.703131329802398,White,White,69.38,11.18,7.75,0.01,8.45,3
37137,1509,11977,12.599148367704768,White,White,74.21,18.26,0.61,0,3.88,4
37139,5800,36935,15.703262488154868,White,White,54.76,36.41,1.18,0,5.37,5
37141,8334,58999,14.125663146832999,White,White,75.07,14.26,0.4,0.08,7.06,3
37143,2008,13267,15.135298108087735,White,White,72.29,23.13,0.36,0.1,2.6,5
37145,6237,38792,16.078057331408537,White,White,66.4,26.06,0.33,0.05,4.3,3
37147,39314,171321,22.94756626449764,White,White,54.41,34.41,1.74,0.06,6.26,4
37149,1992,20256,9.834123222748815,White,White,85.65,4.84,0.66,0,5.86,6
37151,21457,141274,15.188215807579597,White,White,79.02,5.7,1.21,0.01,11.43,3
37153,10935,43457,25.162804611455,White,White,57.06,31.79,0.94,0,6.48,5
37155,35706,128917,27.696890247213325,Non-White,White,25.14,23.66,0.59,0.03,8.88,5
37157,16267,89643,18.146425264660934,White,White,72.35,18.22,0.55,0.02,6.1,3
37159,21660,135980,15.928813060744226,White,White,72.04,15.7,0.87,0.01,8.82,2
37161,11712,65312,17.93238608525233,White,White,83.29,9.52,0.42,0.02,4.42,5
37163,13059,62511,20.890723232711043,White,White,50.99,25.08,0.56,0,19.63,6
37165,8897,32639,27.25880082110359,Non-White,White,43.19,38.85,0.81,0,3,5
37167,7659,59571,12.856927028252002,White,White,80.82,11.19,1.79,0,4.21,5
37169,6229,45243,13.767875693477444,White,White,91.09,4.17,0.36,0,3.06,3
37171,11651,70930,16.426053855914283,White,White,83.87,3.59,0.57,0.19,10.6,5
37173,2455,14063,17.457157078859417,White,White,61.7,0.47,0.38,0,5.31,6
37175,4679,32699,14.309306094987614,White,White,90.39,4.62,0.14,0.05,3.33,5
37177,749,3329,22.49924902373085,White,White,53.11,36.87,0.44,0,6.94,5
37179,18784,227980,8.239319238529696,White,White,72.14,11.24,2.98,0.04,11.14,2
37181,9138,43836,20.845880098549138,Non-White,Black,39.61,49.69,0.72,0.06,7.79,5
37183,95198,1046544,9.096416395297283,White,White,60.03,19.86,6.93,0.04,10.14,1
37185,3751,18957,19.78688611067152,Non-White,Black,38.34,50.08,0.5,0.17,3.77,6
37187,2612,11727,22.27338620277991,Non-White,Black,44.37,47.46,0.22,0,5.22,6
37189,12415,48976,25.349150604377655,White,White,91.68,1.74,1.1,0.1,3.66,5
37191,24383,120420,20.248297624979237,White,White,53.42,30.35,1.2,0.04,11.75,4
37193,11929,67437,17.689102421519344,White,White,87.25,3.85,0.58,0.27,6.54,5
37195,16217,79833,20.313654754299602,Non-White,White,46.97,39.06,0.83,0,10.35,5
37197,5731,37260,15.381105743424584,White,White,84.28,3.31,0.06,0.07,11.07,3
37199,2883,17608,16.37323943661972,White,White,92.49,0.67,0.28,0.02,5.16,6
38001,195,2244,8.689839572192513,White,White,92.3,2.08,2.51,0,1.69,6
38003,1155,10183,11.342433467543946,White,White,92.52,2.23,1.02,0.07,2.05,6
38005,2174,6813,31.909584617642743,Non-White,White,40.49,0.04,0.06,0.06,0.93,6
38007,86,922,9.327548806941431,White,White,97.07,0,0,0,2.93,6
38009,591,6165,9.586374695863748,White,White,91.34,0.6,0.11,0,2.31,6
38011,238,3069,7.7549690452916265,White,White,92.66,0.03,0,0.1,5.46,6
38013,127,2169,5.855232826187183,White,White,95.78,0.23,0.5,0,1.15,6
38015,7392,91638,8.066522621619852,White,White,88.91,2.2,0.77,0.09,2.5,4
38017,18360,172382,10.650764000881763,White,White,85.44,5.55,2.85,0.02,2.69,4
38019,406,3696,10.984848484848484,White,White,94.87,0.05,0,0,1.79,6
38021,247,4719,5.234159779614325,White,White,93.26,1.32,0.16,0,3.38,6
38023,201,2238,8.981233243967829,White,White,89.16,3.17,1.24,0,4.28,6
38025,347,4306,8.058522991175105,White,White,83.46,1.71,0.8,0.2,2.53,6
38027,240,2217,10.825439783491204,White,White,89.87,0,0,0,1.26,6
38029,322,3256,9.88943488943489,White,White,95.5,0,1.09,0,1.57,6
38031,229,3171,7.221696625670136,White,White,95.21,0,0.03,0.34,1.07,6
38033,134,1786,7.502799552071669,White,White,90.19,0,0,0,3.14,6
38035,10662,65893,16.18077792785273,White,White,83.71,3.69,2.78,0.58,4.29,4
38037,297,2295,12.941176470588237,White,White,95.62,0.08,1.19,0.04,1.06,6
38039,182,2312,7.8719723183391,White,White,95.31,0,0,0,0.83,6
38041,228,2373,9.608091024020228,White,White,90.97,0.39,0,0.04,3.1,6
38043,262,2434,10.76417419884963,White,White,94.12,0.2,0.24,0,3.61,6
38045,592,4032,14.682539682539684,White,White,96,0.61,0.19,0,1.94,6
38047,130,1796,7.2383073496659245,White,White,97.06,0,0.11,0,0.85,6
38049,483,5802,8.324715615305067,White,White,95.24,0.36,0.39,0,2.16,5
38051,245,2480,9.879032258064516,White,White,94.92,0.54,0.5,0,2.77,6
38053,1490,13157,11.324770084365737,White,White,77.49,1.6,0.4,0,8.35,6
38055,751,9432,7.96225614927905,White,White,89.11,0.66,0.08,0.16,2.47,6
38057,591,8251,7.1627681493152355,White,White,91.43,0.86,0.45,0,2.94,6
38059,2240,30221,7.41206445848913,White,White,89.79,0.99,0.65,0,3.47,4
38061,1072,10264,10.44427123928293,White,White,60.64,1.41,0.47,0,8.12,6
38063,325,2822,11.51665485471297,White,White,95.3,0,0.03,0,3.49,6
38065,147,1842,7.980456026058631,White,White,90.23,0,1.74,0.54,2.82,4
38067,498,6751,7.376684935565102,White,White,90.89,0.33,0.53,0,3.47,6
38069,663,3964,16.7255297679112,White,White,93.48,0.61,0.29,0,0.44,6
38071,1389,11124,12.486515641855448,White,White,83.03,0.1,0.85,0,2.94,6
38073,331,5154,6.422196352347691,White,White,94.22,0.81,1.07,0,1.56,6
38075,87,2376,3.6616161616161618,White,White,90.66,0.25,0.2,0,7.49,5
38077,1649,15122,10.904642243089539,White,White,91.27,0.69,0.38,0,3.15,5
38079,3863,14245,27.11828711828712,Non-White,White,18.14,0.64,0.14,0,0.55,6
38081,159,3804,4.17981072555205,White,White,91.94,2.38,0.28,0,3.1,6
38083,172,1391,12.365204888569375,White,White,98.86,0,0,0,0,6
38085,1641,4294,38.21611551001397,Non-White,White,12.62,0.16,0,0.07,4.64,4
38087,56,742,7.547169811320755,White,White,96.36,1.75,0,0,0,6
38089,2660,30359,8.761816924141112,White,White,87.34,1.96,1.25,0.33,5.44,5
38091,100,1739,5.750431282346176,White,White,97.53,0.75,0,0,1.72,6
38093,2352,19410,12.117465224111283,White,White,92.15,1.45,0.48,0.02,2.5,5
38095,227,2173,10.446387482742752,White,White,88.58,0.76,0.18,0,3.96,6
38097,489,7608,6.427444794952682,White,White,92.02,1.05,0.37,0.31,3.61,6
38099,958,10552,9.078847611827142,White,White,84.31,0.41,0.47,0,11.53,6
38101,6319,66782,9.462130514210417,White,White,82.77,3.76,1.69,0.12,6.15,5
38103,336,3902,8.610968733982572,White,White,96.28,0,0.23,0,2.52,6
38105,2108,34454,6.118302664422128,White,White,79.54,4.44,0.97,0.13,7.69,5
39001,5666,27431,20.655462797564798,White,White,98.08,0.36,0.03,0,1.02,6
39003,13819,99233,13.925810970140981,White,White,80.71,11.84,0.82,0,3.12,4
39005,7048,51060,13.803368585977282,White,White,95.6,0.74,0.66,0,1.38,5
39007,18825,94629,19.893478743302794,White,White,89.5,3.37,0.54,0.01,4.23,5
39009,16942,56177,30.158249817540987,White,White,89.61,2.89,2.62,0.06,1.92,5
39011,3773,45036,8.37774225064393,White,White,95.64,0.64,0.36,0.01,1.68,5
39013,7900,64062,12.33180356529612,White,White,92.69,3.88,0.49,0.01,0.99,4
39015,6557,42846,15.303645614526443,White,White,96.4,0.81,0.28,0,1.05,2
39017,46018,367360,12.526676829268293,White,White,81.01,7.98,3.28,0.09,4.71,2
39019,3306,26930,12.27627181581879,White,White,98.01,0.26,0.03,0,1.31,3
39021,3845,37897,10.145921840778954,White,White,93.29,1.83,0.48,0.02,1.59,5
39023,19570,131347,14.899464776508028,White,White,84.06,8.04,0.61,0.03,3.43,4
39025,18162,202428,8.972078961408501,White,White,93.52,1.41,1.25,0.02,1.94,2
39027,6002,40554,14.800019726784042,White,White,93.35,2.04,0.48,0.02,1.61,5
39029,14196,99223,14.307166685143565,White,White,93.92,1.99,0.14,0.01,1.78,5
39031,5181,36053,14.37051008237872,White,White,95.87,1.15,0.29,0,1.06,5
39033,6118,40931,14.947106105396887,White,White,95.26,0.99,0.53,0.04,1.67,5
39035,213209,1221310,17.457402297532976,White,White,58.92,29.24,3.01,0.02,5.93,1
39037,5331,50719,10.510853920621463,White,White,96.08,0.75,0.5,0,1.57,5
39039,3809,37420,10.179048637092464,White,White,86.4,1.42,0.32,0.03,9.97,5
39041,9530,198250,4.807061790668348,White,White,85.04,3.3,6.32,0.01,2.61,2
39043,8608,73651,11.687553461595906,White,White,83.13,8.63,0.59,0.01,4.39,5
